SKU,カテゴリ,部門,名前,バリエーション,価格,税,バーコード,種別,種類,原価,外部連携:部門コード,外部連携:部門名,外部連携:グループコード,外部連携:グループ名,外部連携:値割引コード,外部連携:テイクアウト,外部連携:入金コード,外部連携:出金コード,金額入力必須,店員確認必須
2900000107014 ,0701 嗜好品,0701 嗜好品,* 0701 嗜好品,,0,8%,2.9E+12,,general,,07,※食品・菓子,01,01,,,,,X,
4901085632482 ,0701 嗜好品,0701 嗜好品,* お～いお茶エコティーバッグほうじ茶２０袋,,28997,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111959798 ,0701 嗜好品,0701 嗜好品,* ブレンディスティックカフェオレ８本,,285,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201103797 ,0701 嗜好品,0701 嗜好品,* ザ・ブレンド１１４瓶,,747,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901372285681 ,0701 嗜好品,0701 嗜好品,* ドリップオンバラエティパック１２杯分,,953,8%,4.90137E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220344031 ,0701 嗜好品,0701 嗜好品,* ＣＯスティックシュガー,,110,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220354313 ,0701 嗜好品,0701 嗜好品,* ＣＯ紅茶ティーバッグ,,375,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4970690048513 ,0701 嗜好品,0701 嗜好品,* 小川珈琲　スペシャル,,756,8%,4.97069E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901046661018 ,0701 嗜好品,0701 嗜好品,* 伊右衛門抹茶入り煎茶 ティーバッグ２０個入,,298,8%,4.90105E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220195763 ,0701 嗜好品,0701 嗜好品,* ＣＯオリジナルブレンドコーヒ,,645,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901305410975 ,0701 嗜好品,0701 嗜好品,* 辻利　グリーンレモンティー,,277,8%,4.90131E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901305410982 ,0701 嗜好品,0701 嗜好品,* 辻利　抹茶ラテ１０Ｐ,,487,8%,4.90131E+12,,general,,07,※食品・菓子,01,01,,,,,,
4932707232094 ,0701 嗜好品,0701 嗜好品,* コクと深みの香ばしブレンド,,380,8%,4.93271E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220213504 ,0701 嗜好品,0701 嗜好品,* ＣＯコーヒーバッグオリジナルブレンド,,354,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4932707238485 ,0701 嗜好品,0701 嗜好品,* コクと深みの香ばしブレンド６Ｐ,,402,8%,4.93271E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201157554 ,0701 嗜好品,0701 嗜好品,* カップコーヒー４Ｐ,,336,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4970690035940 ,0701 嗜好品,0701 嗜好品,* ブレンド３オリジナル　粉,,1109,8%,4.97069E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901305211299 ,0701 嗜好品,0701 嗜好品,* 片岡スティッククラブチャイ２,,108,8%,4.90131E+12,,general,,07,※食品・菓子,01,01,,,,,,
4523160475960 ,0701 嗜好品,0701 嗜好品,* パールボーシュガー,,150,8%,4.52316E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085015292 ,0701 嗜好品,0701 嗜好品,* 伊藤園さらさら緑茶４０ｇ,,490,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085632505 ,0701 嗜好品,0701 嗜好品,* お～いお茶エコティーバッグ玄米茶２０袋,,287,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111310537 ,0701 嗜好品,0701 嗜好品,* カフェラトリー濃厚ミルクカフェラテ８本,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111586628 ,0701 嗜好品,0701 嗜好品,* ブレンディスティック紅茶オレ８本,,285,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901305124803 ,0701 嗜好品,0701 嗜好品,* トワイニング　ティーバック　ザ・ベストファイブ,,599,8%,4.90131E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901305406510 ,0701 嗜好品,0701 嗜好品,* バンホーテンミルクココア５Ｐ,,365,8%,4.90131E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220208302 ,0701 嗜好品,0701 嗜好品,* ＣＯコーヒーフレッシュ,,257,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220213443 ,0701 嗜好品,0701 嗜好品,* ＣＯキリマンジャロブレンドレギュラーコーヒー,,537,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201154997 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ドリップ深いコクのスペシャルブレンド１８Ｐ,,915,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220246342 ,0701 嗜好品,0701 嗜好品,* ＣＯキリマンジャロブレンドレギュラーコーヒー,,591,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201157417 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ドリップ深いコクのスペシャルブレンド１６Ｐ,,935,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902201070577 ,0701 嗜好品,0701 嗜好品,* ネスレ　ドルチェグスト専用カ,,872,8%,4.9022E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085021033 ,0701 嗜好品,0701 嗜好品,* ホームサイズ緑茶１５０ｇ,,410,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085632468 ,0701 嗜好品,0701 嗜好品,* お～いお茶エコティーバッグ緑茶２０袋,,287,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111262737 ,0701 嗜好品,0701 嗜好品,* マリーム　袋,,244,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111774438 ,0701 嗜好品,0701 嗜好品,* 贅沢な珈琲店ブラックインボックス産地ブレンドアソート８本,,373,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201103803 ,0701 嗜好品,0701 嗜好品,* ザ・ブレンド１１７瓶,,747,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901305406626 ,0701 嗜好品,0701 嗜好品,* バンホーテンカフェモカ,,277,8%,4.90131E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220353965 ,0701 嗜好品,0701 嗜好品,* ＣＯほうじ茶ティーバッグ,,267,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4932707232087 ,0701 嗜好品,0701 嗜好品,* 香り豊かなまろやかブレンド,,380,8%,4.93271E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111651586 ,0701 嗜好品,0701 嗜好品,* マイボトルスティック　ジャスミンティー６本,,289,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4932707238461 ,0701 嗜好品,0701 嗜好品,* 香り豊かなまろやかブレンド６Ｐ,,402,8%,4.93271E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085019214 ,0701 嗜好品,0701 嗜好品,* 伊藤園特上蒸し煎茶１０００,,1026,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085128350 ,0701 嗜好品,0701 嗜好品,* お～いお茶抹茶入り緑茶,,486,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085029503 ,0701 嗜好品,0701 嗜好品,* ほうじ茶ティーバック２０袋,,270,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220353927 ,0701 嗜好品,0701 嗜好品,* ＣＯ静岡抹茶入り煎茶,,267,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111570023 ,0701 嗜好品,0701 嗜好品,* カフェラトリーフォンダンショコララテ６本,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201501081 ,0701 嗜好品,0701 嗜好品,* カップコーヒー５Ｐ,,304,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220213429 ,0701 嗜好品,0701 嗜好品,* ＣＯオリジナルブレンドレギュラーコーヒー,,537,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111578937 ,0701 嗜好品,0701 嗜好品,* ブレンディ　マイボトルスティック　すがすがしく香る緑茶６本,,285,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220246311 ,0701 嗜好品,0701 嗜好品,* ＣＯオリジナルブレンドレギュラーコーヒー,,591,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201157486 ,0701 嗜好品,0701 嗜好品,* ザ・ブレンド１１４　瓶,,682,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085122549 ,0701 嗜好品,0701 嗜好品,* 伊藤園ワンポット緑茶ＴＢ５０,,486,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085122358 ,0701 嗜好品,0701 嗜好品,* プレミアムＴＢ抹茶緑茶２０Ｐ,,353,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111406315 ,0701 嗜好品,0701 嗜好品,* ポーションティー抹茶オレベ―,,205,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111691162 ,0701 嗜好品,0701 嗜好品,* マイボトルスティック　グリーンティー６本,,289,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4970690035902 ,0701 嗜好品,0701 嗜好品,* ブレンド３オリジナル　粉,,991,8%,4.97069E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201157493 ,0701 嗜好品,0701 嗜好品,* ザ・ブレンド１１７　瓶,,682,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085145531 ,0701 嗜好品,0701 嗜好品,* 伊藤園プレミアムほうじ茶ＴＢ,,353,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085184899 ,0701 嗜好品,0701 嗜好品,* 玄米茶ティーバック２０袋,,270,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085614495 ,0701 嗜好品,0701 嗜好品,* お～いお茶緑茶ティーバッグ,,277,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4970690035568 ,0701 嗜好品,0701 嗜好品,小川珈琲　ブレンド３オリジナル粉４００ｇ,,864,8%,4.97069E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111867239 ,0701 嗜好品,0701 嗜好品,* カフェラトリークリームブリュレラテ６本,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085028308 ,0701 嗜好品,0701 嗜好品,* 伊藤園梅こんぶ茶５０ｇ,,293,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4970690035797 ,0701 嗜好品,0701 嗜好品,小川珈琲　ブレンド３オリジナル　粉,,864,8%,4.97069E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111962323 ,0701 嗜好品,0701 嗜好品,* ブレンディポーション濃縮ティー紅茶６個,,198,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085122136 ,0701 嗜好品,0701 嗜好品,* 伊藤園ジャスミンＴＢ３０Ｐ,,387,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220096893 ,0701 嗜好品,0701 嗜好品,コープ　コーヒーバッグ　オリジナルブレンド,,267,8%,4.90222E+12,,general,206,07,※食品・菓子,01,01,,,,,,
4901201154867 ,0701 嗜好品,0701 嗜好品,* ゴールドスペシャル　スぺシャルブレンド２５０ｇ粉,,829,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085138144 ,0701 嗜好品,0701 嗜好品,* 伊藤園プレミアム玄米茶ＴＢ,,353,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220173808 ,0701 嗜好品,0701 嗜好品,コープ　キリマンジャロブレンドレギュラーコーヒー,,537,8%,4.90222E+12,,general,439,07,※食品・菓子,01,01,,,,,,
4901111528147 ,0701 嗜好品,0701 嗜好品,* カフェラトリーストロベリーホワイトショコララテ６本,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901085128695 ,0701 嗜好品,0701 嗜好品,* ヘルシールイボスティー,,340,8%,4.90109E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111456846 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　ブレンディＳＴ抹茶オレ６本,,198,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111660724 ,0701 嗜好品,0701 嗜好品,* ブレンディ　とろけるはちみつ紅茶オレ６本,,198,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111212961 ,0701 嗜好品,0701 嗜好品,* ブレンディＲＣドリップパック,,298,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111740327 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　ブレンディＳＴほうじ茶オレ６本,,198,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
2261730700020 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　ブレンディＳＴほうじ茶オレ６本,,198,8%,2.26173E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111831940 ,0701 嗜好品,0701 嗜好品,* ブレンディポーションコーヒー無糖６個,,198,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901305312354 ,0701 嗜好品,0701 嗜好品,* アストリア　ブルーマウンテン,,270,8%,4.90131E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111212978 ,0701 嗜好品,0701 嗜好品,* フ゛レンテ゛ィＲＣト,,298,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111537743 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　ブレンディＳＴカフェオレカロリーハーフ８本,,198,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
2261730700037 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　ブレンディＳＴカフェオレカロリーハーフ８本,,198,8%,2.26173E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111943575 ,0701 嗜好品,0701 嗜好品,* カフェラトリー濃厚ミルクティーラテ６本,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111372436 ,0701 嗜好品,0701 嗜好品,* スターバックス　オリガミ２Ｐ,,646,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201148996 ,0701 嗜好品,0701 嗜好品,* ゴールドスペシャルリッチ,,716,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111774575 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　ブレンディＳＴココア・オレ６本,,198,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
2261730700044 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　ブレンディＳＴココア・オレ６本,,198,8%,2.26173E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111372443 ,0701 嗜好品,0701 嗜好品,* スターバックス　オリガミＨＢ,,646,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111275201 ,0701 嗜好品,0701 嗜好品,* マキシムアロマセレクト袋,,450,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111813502 ,0701 嗜好品,0701 嗜好品,* 贅沢な珈琲店ブラックインボックスアソート２０本,,516,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111284395 ,0701 嗜好品,0701 嗜好品,* マリームポーション,,158,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111700345 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚ピスタチオココア６本,,210,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
2261730700051 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚ピスタチオココア６本,,210,8%,2.26173E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111921245 ,0701 嗜好品,0701 嗜好品,* カフェラトリーマスカット＆グレープティー７本,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201148989 ,0701 嗜好品,0701 嗜好品,* ゴールドスペシャルスペシャル,,716,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111503892 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚フロマージュミルクティー,,210,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
2261730700068 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚フロマージュミルクティー,,210,8%,2.26173E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111369917 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚ロイヤルミルクティー６本,,210,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
2261730700075 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚ロイヤルミルクティー６本,,210,8%,2.26173E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111650930 ,0701 嗜好品,0701 嗜好品,* マイボトルスティック　マスカットルイボスティー６本,,289,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111395497 ,0701 嗜好品,0701 嗜好品,* 贅沢な珈琲店プレミア,,214,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111395053 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚ミルクココア６本,,210,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
2261730700082 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚ミルクココア６本,,210,8%,2.26173E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111801936 ,0701 嗜好品,0701 嗜好品,* ちょっと贅沢な珈琲店スティック　スペシャルブレンド７本,,233,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111395510 ,0701 嗜好品,0701 嗜好品,* 贅沢な珈琲店プレミア,,214,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901372402316 ,0701 嗜好品,0701 嗜好品,* クリーミーポーション１８個入,,129,8%,4.90137E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111915060 ,0701 嗜好品,0701 嗜好品,* ブレンディカフェラトリー　濃厚メルティショコララテ６本,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111513532 ,0701 嗜好品,0701 嗜好品,* オレンジショコララテ,,210,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201148828 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ドリップリッチ,,613,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111525146 ,0701 嗜好品,0701 嗜好品,* アップルシナモンミルクティー,,210,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201155017 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ドリップまろやか味のマイルドブレンド１８Ｐ,,732,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111631687 ,0701 嗜好品,0701 嗜好品,* マイボトルスティック　ピーチルイボスティー６本,,289,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111781290 ,0701 嗜好品,0701 嗜好品,* カフェラトリーストロベリーティー７本,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111543461 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー芳醇レモンティー,,210,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111576551 ,0701 嗜好品,0701 嗜好品,* ブレンディＰＣ無糖８Ｐ,,218,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111891418 ,0701 嗜好品,0701 嗜好品,* ブレンディカフェラトリー　濃厚ピスタチオホワイトショコララテ,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201148811 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ドリップマイルド,,613,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111598256 ,0701 嗜好品,0701 嗜好品,* ラズベリーホワイトショコラ,,210,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201155000 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ドリップあまい香りのリッチブレンド１８Ｐ,,732,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4970690035858 ,0701 嗜好品,0701 嗜好品,* ブレンド３オリジナル　粉,,991,8%,4.97069E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220178049 ,0701 嗜好品,0701 嗜好品,* ＣＯコーヒーフレッシュ,,213,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111719606 ,0701 嗜好品,0701 嗜好品,* マリームスティック,,213,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111738706 ,0701 嗜好品,0701 嗜好品,* ブレンディＰＣキャラメル８Ｐ,,218,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111596511 ,0701 嗜好品,0701 嗜好品,* カフェラトリー　芳醇はちみつルイボスティー７本,,238,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111760929 ,0701 嗜好品,0701 嗜好品,* ブレンディポーションコーヒーキャラメルオレ６個,,198,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111570825 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚和栗カフェラテ６本,,238,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111796768 ,0701 嗜好品,0701 嗜好品,* ブレンディＰＣ紅茶７Ｐ,,218,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111873391 ,0701 嗜好品,0701 嗜好品,* ブレンディスティック　紅茶オレ　甘さなし８本,,198,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111653993 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚抹茶あずきラテ６本,,238,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901111811423 ,0701 嗜好品,0701 嗜好品,* ブレンディＰＣ甘さ８Ｐ,,218,8%,4.90111E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201148804 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ドリップスペシャル,,613,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111941922 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚ほうじ茶きなこラテ６本,,238,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901201154874 ,0701 嗜好品,0701 嗜好品,* ゴールドスペシャル　リッチブレンド２５０粉,,829,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111310490 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚キャラメルマキアート７本,,238,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4902220196920 ,0701 嗜好品,0701 嗜好品,* ＣＯコーヒーバッグオリジナル,,321,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111646490 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー濃厚ヘーゼルナッツラテ７本,,238,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4970690035827 ,0701 嗜好品,0701 嗜好品,* ブレンド３オリジナル　粉,,864,8%,4.97069E+12,,general,,07,※食品・菓子,01,01,,,,,,
4902220195787 ,0701 嗜好品,0701 嗜好品,* ＣＯキリマンジャロブレンドレ,,645,8%,4.90222E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201014383 ,0701 嗜好品,0701 嗜好品,* 職人のドリッププレンド深いコ,,313,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111949485 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー　ザ　カフェラテ,,328,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901201031243 ,0701 嗜好品,0701 嗜好品,* 職人ドリップあまい香りモカ,,220,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901111575301 ,0701 嗜好品,0701 嗜好品,ＡＧＦ　カフェラトリー　ザ　キャラメルラテ,,328,8%,4.90111E+12,,general,0,07,※食品・菓子,01,01,,,,,,
4901201034091 ,0701 嗜好品,0701 嗜好品,* 職人珈琲まろやか味のマイ,,548,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201034107 ,0701 嗜好品,0701 嗜好品,* 職人あまい香りのモカＢ,,548,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201034114 ,0701 嗜好品,0701 嗜好品,* 職人珈琲深いコクのスペシャ,,548,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201034220 ,0701 嗜好品,0701 嗜好品,* ゴールドスペシャルスペシャル,,680,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201034237 ,0701 嗜好品,0701 嗜好品,* ゴールドスペシャルリッチブレ,,680,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201035265 ,0701 嗜好品,0701 嗜好品,* ザ・ブレンド１１７,,204,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201036194 ,0701 嗜好品,0701 嗜好品,* 旅カフェご当地珈琲めぐり１２,,698,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201103964 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲芳醇な味わい,,448,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201113345 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ドリップマイルドＢ,,498,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201113352 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ＤＰあまい香りのモ,,498,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201113369 ,0701 嗜好品,0701 嗜好品,* 職人の珈琲ドリップスペシャル,,498,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201116575 ,0701 嗜好品,0701 嗜好品,* カフェインレスドリップ８Ｐ,,398,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201121746 ,0701 嗜好品,0701 嗜好品,* 珈琲探究ドリップバラエティ,,600,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201131486 ,0701 嗜好品,0701 嗜好品,* ＵＣＣ　ＲＭ　ＳＡＰ,,496,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201131493 ,0701 嗜好品,0701 嗜好品,* ＵＣＣリッチｆｏｒＬ,,496,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201131509 ,0701 嗜好品,0701 嗜好品,* Ｂ＆Ｒバッグまろやか,,298,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201131516 ,0701 嗜好品,0701 嗜好品,* Ｂ＆Ｒバッグリッチ,,298,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
4901201142710 ,0701 嗜好品,0701 嗜好品,* ＲＯＡＳＴＭＡＳＴＥＲ,,439,8%,4.9012E+12,,general,,07,※食品・菓子,01,01,,,,,,
